,Company,Date,Open,High,Low,Adj Close,Volume,H-L,O-AdjC,7 Day MA,14 Day MA,21 Day MA,7 Days Standard Deviation,Increase
516,IMKTA,2012-01-20,17.120001,17.43,16.889999,13.487866,48000,0.5400010000000002,3.632134999999998,63714.28571428572,59614.28571428572,52042.857142857145,23152.00877254675,True
2132,COST,2018-06-22,210.369995,211.770004,210.020004,199.193161,1738600,1.75,11.176833999999985,2070428.5714285714,1815421.4285714286,1874219.0476190476,234930.8938772404,True
2487,WMK,2019-11-19,39.849998,39.919998,39.18,37.114552,45700,0.7399979999999999,2.735445999999996,61300.0,70457.14285714286,62557.142857142855,15566.998059080903,False
78,VLGEA,2010-04-27,27.559999,27.620001,27.02,16.821499,10800,0.6000009999999989,10.738500000000002,10800.0,11950.0,11295.238095238095,5022.236269119279,True
823,IMKTA,2013-04-12,21.4,21.780001,21.4,18.4807,11700,0.38000100000000003,2.9193,36957.142857142855,29942.85714285714,25728.571428571428,25046.691092714773,False
1303,WMK,2015-03-10,47.580002,49.040001,47.529999,40.99091,33500,1.510002,6.589092000000001,27957.14285714286,27900.0,30161.904761904763,5142.499987598345,True
1830,IMKTA,2017-04-11,44.599998,45.450001,44.200001,41.665005,37300,1.25,2.9349929999999986,28200.0,32650.0,41747.619047619046,7941.2125738363875,False
1331,BIG,2015-04-20,46.130001,46.990002,45.970001,38.462246,722100,1.0200009999999935,7.667755,711757.1428571428,784350.0,803233.3333333334,101135.15507397383,True
762,TGT,2013-01-14,59.990002,60.5,59.720001,46.58625,4444800,0.7799989999999966,13.403751999999997,3810357.1428571427,4093814.285714286,4356857.142857143,678575.9813381104,True
306,BIG,2011-03-22,41.900002,42.98,41.27,34.27298,2249900,1.7099999999999937,7.627022000000004,1641385.7142857143,1467014.2857142857,1459138.0952380951,559488.8468914446,True
821,VLGEA,2013-04-10,32.799999,33.799999,32.799999,24.219654,8500,1.0,8.580345000000001,13928.57142857143,13921.42857142857,14033.333333333334,5835.290245129025,True
1686,WMK,2016-09-14,52.169998,52.529999,51.860001,45.437359,26500,0.6699979999999996,6.732638999999999,69100.0,53550.0,53814.28571428572,50500.01414426959,True
1735,SPTN,2016-11-22,37.029999,37.529999,36.150002,30.445774,195300,1.379996999999996,6.584224999999996,147228.57142857142,163178.57142857142,219547.61904761905,52295.52601146992,False
2193,WMK,2018-09-19,44.32,44.650002,44.0,40.521706,65900,0.6500020000000006,3.7982939999999985,105100.0,113242.85714285714,115285.71428571429,53736.420211462326,True
2496,SPTN,2019-12-03,14.18,14.56,13.93,13.203006,327800,0.6300000000000008,0.9769939999999995,274142.85714285716,342121.4285714286,277495.2380952381,77228.72998239631,False
534,BIG,2012-02-15,44.209999,44.209999,43.209999,35.116013,657400,1.0,9.093986000000001,733814.2857142857,1349435.7142857143,1196495.238095238,167208.63296724696,True
