,Company,Date,Open,High,Low,Adj Close,Volume,H-L,O-AdjC,7 Day MA,14 Day MA,21 Day MA,7 Days Standard Deviation,Increase
1229,KR,2014-11-19,29.375,29.375,29.18,25.666805,4479000,0.19500000000000028,3.708195,5583600.0,6592442.857142857,6955961.904761905,2205440.6517908,False
1649,BIG,2016-07-22,52.509998,53.400002,52.290001,44.835365,952200,1.110001000000004,7.674633,1018257.1428571428,983742.8571428572,953376.1904761905,264067.6096172713,True
780,WMK,2013-02-08,41.040001,41.75,41.040001,32.872082,14700,0.7099990000000034,8.167918999999998,16485.714285714286,25578.571428571428,23919.04761904762,7376.1059357570375,False
1459,BIG,2015-10-20,47.779999,47.779999,47.040001,39.152218,696800,0.7399979999999999,8.627780999999999,639871.4285714285,725264.2857142857,750271.4285714285,101793.5265172414,False
2305,COST,2019-03-04,220.429993,221.080002,215.869995,207.652893,2444700,5.210007000000019,12.77709999999999,3292500.0,2824900.0,2395161.904761905,1536029.2752046473,True
1064,COST,2014-03-27,112.5,112.940002,111.82,93.74836,2039500,1.1200020000000137,18.751639999999995,2551800.0,2770792.8571428573,2509461.904761905,403673.9136622883,False
2393,TGT,2019-07-09,88.470001,89.400002,87.800003,83.389099,3986900,1.5999989999999968,5.080901999999995,4541028.571428572,4166657.1428571427,4471566.666666667,870307.0487958106,False
1878,VLGEA,2017-06-20,25.299999,25.51,24.879999,20.684679,41500,0.630001,4.6153200000000005,41242.857142857145,39835.71428571428,39100.0,17879.505996919423,False
1914,IMKTA,2017-08-10,26.549999,26.9,26.15,24.475739,94800,0.75,2.074259999999999,99157.14285714286,171607.14285714287,177195.2380952381,24044.711752593463,True
2490,BIG,2019-11-22,19.68,19.860001,19.02,17.894226,1072200,0.8400010000000009,1.785774,1410971.4285714286,3600228.5714285714,2913180.9523809524,538414.725213316,True
713,COST,2012-11-01,98.589996,98.800003,97.129997,74.69278,2941200,1.6700060000000008,23.897216,2520771.4285714286,2528978.5714285714,2990571.4285714286,315374.08949774335,False
2508,WMT,2019-12-19,119.940002,120.510002,119.779999,116.25956,4464100,0.7300029999999964,3.6804420000000135,4263614.285714285,4613577.777777778,4613577.777777778,1695106.115876417,True
1554,COST,2016-03-08,147.660004,151.919998,147.100006,133.383942,3156300,4.819991999999985,14.276061999999996,1842414.2857142857,1985964.2857142857,1962480.9523809524,647012.1492093405,True
1369,IMKTA,2015-06-12,48.919998,50.790001,48.5,43.945484,115600,2.2900009999999966,4.974513999999999,210685.7142857143,204807.14285714287,182114.2857142857,230821.1579097018,False
1068,VLGEA,2014-04-02,26.440001,26.67,26.24,19.591476,19000,0.43000000000000327,6.848524999999999,22157.14285714286,19350.0,20519.04761904762,6139.766664448866,False
721,IMKTA,2012-11-13,15.8,16.120001,15.8,12.776889,30800,0.32000099999999776,3.023111,26914.285714285714,25514.285714285714,31480.95238095238,9539.30643951324,False
457,VLGEA,2011-10-25,26.889999,27.040001,26.43,17.783442,11900,0.6100010000000005,9.106556999999999,18285.714285714286,13585.714285714286,12723.809523809523,9396.26499830477,True
1513,IMKTA,2016-01-07,38.099998,38.189999,36.84,33.592346,244300,1.3499989999999968,4.507652,178957.14285714287,159492.85714285713,146966.66666666666,43511.53729243567,True
2013,WMK,2018-01-02,41.669998,42.57,41.279999,37.609966,115600,1.2900010000000037,4.060032,174357.14285714287,132578.57142857142,117880.95238095238,48735.872887663034,False
47,VLGEA,2010-03-12,25.75,27.459999,25.73,16.31366,43200,1.7299989999999994,9.436340000000001,18785.714285714286,16242.857142857143,13357.142857142857,14936.669027351883,False
1817,VLGEA,2017-03-23,26.120001,26.43,26.1,21.422388,27100,0.3299999999999983,4.697612999999997,41400.0,36028.57142857143,31223.809523809523,30848.47761930192,False
2497,VLGEA,2019-12-04,26.219999,26.35,25.120001,23.481527,47800,1.229999000000003,2.7384720000000016,37628.57142857143,51114.28571428572,48680.0,11235.366900451232,False
2443,WMK,2019-09-18,40.25,40.560001,38.919998,36.696789,97600,1.640003,3.5532109999999975,101028.57142857143,83064.28571428571,75428.57142857143,36282.68828777376,False
1351,SPTN,2015-05-18,32.720001,33.490002,32.720001,26.311329,190000,0.7700009999999935,6.408672000000003,247242.85714285713,257821.42857142858,218176.19047619047,66601.94885914927,True
408,VLGEA,2011-08-16,25.57,25.950001,25.33,17.113216,22600,0.620001000000002,8.456783999999999,12328.57142857143,11528.57142857143,12709.52380952381,5529.069744984047,False
2515,TGT,2019-12-31,128.399994,128.970001,127.370003,123.431976,4059800,1.5999979999999994,4.9680179999999865,4604800.0,4604800.0,4604800.0,545000.0,False
373,COST,2011-06-27,78.949997,80.059998,78.919998,60.48745,1841200,1.1399999999999864,18.462546999999994,2057742.857142857,2009178.5714285714,1811409.5238095238,219028.97301591895,True
494,IMKTA,2011-12-16,15.19,15.19,14.82,11.648629,79300,0.3699999999999992,3.541371,64057.142857142855,58642.857142857145,56719.04761904762,19137.536574032954,False
177,KR,2010-09-16,10.74,10.985,10.71,8.895234,16643600,0.2749999999999986,1.844766,12417428.57142857,12539114.285714285,12942657.142857144,3067010.8806524985,False
1189,COST,2014-09-24,126.089996,127.779999,125.580002,107.44606,2076300,2.1999970000000104,18.643935999999997,1676042.857142857,2197685.714285714,2513457.1428571427,307262.2419141708,False
2252,TGT,2018-12-13,67.419998,68.669998,65.959999,62.213188,5866800,2.7099990000000105,5.206810000000004,7390828.571428572,6050407.142857143,6354804.761904762,1061101.3358289392,True
1457,COST,2015-10-16,152.320007,152.970001,151.279999,133.656036,1647500,1.6900019999999927,18.663971000000004,1975714.2857142857,1808985.7142857143,1885728.5714285714,326592.90268104826,True
592,WMK,2012-05-09,44.790001,45.310001,44.599998,34.990234,39000,0.7100030000000004,9.799766999999996,43200.0,44321.42857142857,44333.333333333336,5480.354524507125,True
1314,BIG,2015-03-25,49.849998,50.450001,49.080002,40.405117,916400,1.369999,9.444881000000002,693200.0,644392.8571428572,646052.380952381,198223.5534512918,False
1871,SPTN,2017-06-09,30.629999,31.42,30.4,25.503279,197100,1.0200000000000031,5.126720000000002,257000.0,292221.4285714286,271642.85714285716,148276.5948200476,False
387,TGT,2011-07-18,50.91,51.0,50.349998,37.700169,5829100,0.6500020000000006,13.209830999999994,5479600.0,6931307.142857143,8114233.333333333,1226042.856393807,True
1441,IMKTA,2015-09-24,45.549999,47.099998,45.080002,41.545376,128800,2.019995999999999,4.004623000000002,192300.0,168657.14285714287,155771.42857142858,83196.30829721782,False
1319,WMT,2015-04-01,82.279999,82.279999,80.43,69.368774,8306700,1.8499989999999968,12.911225000000002,6169685.714285715,6750264.285714285,6842147.619047619,1238517.1737993455,True
608,SPTN,2012-06-01,16.5,16.76,15.91,12.319819,70600,0.8500000000000014,4.180180999999999,100342.85714285714,86764.28571428571,79276.19047619047,67571.92690846139,True
463,SPTN,2011-11-02,16.82,16.969999,16.559999,12.494604,60000,0.41000000000000014,4.325396,74928.57142857143,71500.0,88695.23809523809,13178.956633936683,True
122,KR,2010-06-29,10.025,10.075,9.835,8.01892,23995000,0.23999999999999844,2.0060800000000008,19278657.14285714,16841014.285714287,17439485.714285713,5258714.609608144,False
1706,WMK,2016-10-12,53.23,54.57,52.919998,47.48999,22500,1.6500020000000006,5.740009999999998,34285.71428571428,36364.28571428572,40090.47619047619,15230.179491619223,False
303,KR,2011-03-17,11.855,11.91,11.75,9.737535,11263200,0.16000000000000014,2.117465000000001,14738485.714285715,13816071.42857143,13395876.19047619,3899606.242184156,True
9,SPTN,2010-01-15,13.6,13.6,13.32,9.740873,176800,0.27999999999999936,3.859126999999999,140571.42857142858,144828.57142857142,159076.19047619047,42621.91637059555,True
834,SPTN,2013-04-29,16.959999,17.09,16.629999,12.76381,63200,0.46000099999999833,4.196189,53171.42857142857,50821.42857142857,55904.76190476191,17731.305188097955,True
927,WMT,2013-09-10,73.660004,74.209999,73.57,61.286873,6845300,0.6399990000000031,12.373131,5262485.714285715,6395642.857142857,6589571.428571428,1117723.475166723,True
1834,VLGEA,2017-04-18,26.440001,26.99,26.219999,22.049866,32100,0.770000999999997,4.390134999999997,28300.0,26314.285714285714,24380.95238095238,8061.194523323274,True
2140,SPTN,2018-07-05,25.879999,26.07,25.51,22.157627,145400,0.5599999999999987,3.722372,135157.14285714287,131985.7142857143,138014.2857142857,21016.650347682305,True
2270,WMT,2019-01-10,93.879997,94.980003,93.120003,90.113747,9396300,1.8599999999999994,3.7662499999999994,6582757.142857143,7163907.142857143,7543919.047619048,1327328.439123536,False
347,KR,2011-05-19,12.68,12.74,12.63,10.500515,9171600,0.10999999999999943,2.1794849999999997,13038885.714285715,14468242.857142856,17010609.523809522,2675162.19611264,False
716,TGT,2012-11-06,63.599998,63.900002,63.299999,48.618843,4005100,0.600003000000001,14.981155000000001,4147785.714285714,4618428.571428572,4938271.428571428,976246.1829866063,False
879,IMKTA,2013-07-02,24.91,25.85,24.85,21.496908,82000,1.0,3.413091999999999,64857.142857142855,68371.42857142857,66580.95238095238,27491.289900769723,False
580,COST,2012-04-23,87.220001,87.300003,86.389999,66.200317,1712500,0.9100040000000007,21.019683999999998,2087571.4285714286,2443400.0,2372223.8095238097,463747.0699615893,False
749,KR,2012-12-24,13.2,13.245,13.125,11.19564,2303000,0.11999999999999922,2.00436,5618085.714285715,6443242.857142857,6796019.047619048,1601606.4394659433,False
407,WMK,2011-08-15,38.369999,38.610001,38.0,27.714331,17800,0.6100009999999969,10.655667999999999,41257.142857142855,44621.42857142857,46423.80952380953,24376.150940906926,True
908,TGT,2013-08-13,70.779999,71.260002,70.449997,55.51939,3122700,0.8100050000000039,15.260609000000002,6289585.714285715,5961185.714285715,5298828.571428572,3803418.1759602097,False
2365,KR,2019-05-29,23.370001,23.450001,22.93,21.715921,9705600,0.5200010000000006,1.6540799999999969,7527742.857142857,8447092.857142856,11358223.80952381,1664257.867946073,False
710,IMKTA,2012-10-25,15.75,15.97,15.69,12.889888,17600,0.28000000000000114,2.860112000000001,32442.85714285714,29385.714285714286,27647.619047619046,18805.231577778497,False
1524,KR,2016-01-25,37.259998,37.349998,36.580002,32.533424,10866600,0.769995999999999,4.7265740000000065,9172300.0,9697178.57142857,8946804.761904761,1355185.0163617618,True
1748,WMT,2016-12-12,70.07,71.779999,70.019997,64.761353,9084100,1.760002,5.3086469999999935,9088500.0,7580750.0,7940538.095238095,3776196.2059345227,True
889,WMT,2013-07-17,77.620003,77.790001,77.089996,63.585567,5351300,0.7000050000000044,14.034436,5226914.285714285,5083978.571428572,5377319.047619048,881866.1664392189,True
464,IMKTA,2011-11-03,15.54,15.6,14.89,12.067142,37100,0.7099999999999991,3.4728579999999987,37785.71428571428,33300.0,39442.857142857145,6158.485103944817,False
1148,COST,2014-07-28,117.440002,117.660004,116.809998,98.605888,1402600,0.8500060000000076,18.834114000000014,2003014.2857142857,1909021.4285714286,1762771.4285714286,383638.97995221434,True
512,SPTN,2012-01-13,17.549999,17.75,17.42,13.071364,41900,0.3299999999999983,4.478634999999999,56857.142857142855,67892.85714285714,73176.19047619047,19770.819561223278,True
2378,BIG,2019-06-17,28.99,29.799999,28.629999,26.764921,1110600,1.1699999999999982,2.2250789999999974,998114.2857142857,922678.5714285715,1133209.5238095238,277953.0969095913,True
726,COST,2012-11-20,96.790001,97.120003,96.199997,74.900314,1783200,0.9200060000000008,21.88968700000001,3461157.1428571427,4016971.4285714286,3782219.0476190476,3335631.8582657697,False
1672,TGT,2016-08-24,71.230003,71.940002,71.190002,61.606506,5780500,0.75,9.623496999999993,4874371.428571428,6300435.714285715,6036952.380952381,597318.0768216873,False
2341,WMK,2019-04-24,41.490002,42.119999,41.200001,38.445919,154400,0.9199979999999996,3.0440829999999934,97928.57142857143,119100.0,115676.19047619047,27527.11464749487,False
1752,WMK,2016-12-16,60.59,60.830002,60.200001,53.152012,138100,0.630001,7.437988000000004,44614.28571428572,99085.71428571429,89785.71428571429,38999.09993728531,True
1430,WMT,2015-09-09,66.860001,67.010002,65.010002,56.707268,9464200,2.0,10.152732999999998,8375342.857142857,8344514.285714285,8010042.857142857,2738902.46311346,False
338,VLGEA,2011-05-06,26.959999,27.200001,26.530001,17.593918,11000,0.6700000000000017,9.366081000000001,6900.0,7514.285714285715,10638.095238095239,3412.581762495118,True
56,IMKTA,2010-03-25,14.88,15.12,14.84,10.652484,51900,0.27999999999999936,4.227516000000001,50400.0,46700.0,41909.52380952381,18258.148865643525,True
2112,WMT,2018-05-24,83.0,83.0,81.779999,77.743507,8576200,1.2200009999999963,5.256493000000006,8551514.285714285,7963235.714285715,8392004.761904761,2160214.499553605,False
2374,WMK,2019-06-11,37.0,37.709999,37.0,34.593628,108300,0.7099990000000034,2.4063719999999975,112242.85714285714,104971.42857142857,93166.66666666667,29914.156091955487,False
1187,TGT,2014-09-22,63.540001,63.77,63.130001,51.258301,3078100,0.6399990000000031,12.281699999999994,2889700.0,3168142.8571428573,3968547.619047619,576161.4431489047,False
2398,KR,2019-07-16,22.09,22.120001,21.92,20.706974,5659700,0.20000099999999676,1.383026000000001,8495214.285714285,9665728.57142857,11007238.095238095,2331410.5297796326,False
403,KR,2011-08-09,11.27,11.295,10.76,9.297163,23955200,0.5350000000000001,1.9728370000000002,16502028.57142857,16642057.142857144,15324066.666666666,4682450.847187457,False
511,BIG,2012-01-12,37.990002,38.029999,37.349998,30.617079,542700,0.6800009999999972,7.372922999999997,1098500.0,1227964.2857142857,1222980.9523809524,536679.0634474733,False
1833,KR,2017-04-17,29.99,30.16,29.879999,27.068377,5659600,0.2800009999999986,2.9216229999999968,6991357.142857143,7995485.714285715,8741319.047619049,1444433.3143457458,False
1130,KR,2014-07-01,24.6,24.9,24.555,21.594608,5479600,0.34499999999999886,3.0053920000000005,5243428.571428572,5024057.142857143,5219580.952380952,1051407.1573906299,False
1473,SPTN,2015-11-09,28.790001,28.860001,28.5,22.976641,109600,0.36000100000000046,5.813359999999999,240785.7142857143,202742.85714285713,228161.90476190476,154623.91635902927,False
2429,TGT,2019-08-28,104.669998,106.720001,104.5,101.83091,6641000,2.2200009999999963,2.839088000000004,4931600.0,4417350.0,4351238.095238095,901696.0574384254,True
44,KR,2010-03-09,11.2,11.535,11.1,9.008306,42406000,0.4350000000000005,2.191694,19312742.85714286,18421814.285714287,16689514.285714285,10675145.159114383,False
317,KR,2011-04-06,11.9,12.075,11.85,9.83602,12990400,0.22499999999999964,2.063980000000001,12555485.714285715,12576557.142857144,12217180.952380951,2474112.314940204,True
1732,WMT,2016-11-17,69.080002,69.519997,68.120003,62.076111,23440300,1.3999940000000066,7.003890999999996,10378300.0,9148600.0,9395400.0,5769653.259697922,False
2041,KR,2018-02-12,27.870001,27.879999,27.02,24.912458,10827100,0.859999000000002,2.9575429999999976,8824557.142857144,8389985.714285715,12942795.238095239,2217658.510267815,True
2197,IMKTA,2018-09-25,34.0,34.349998,33.700001,31.862669,128300,0.649996999999999,2.1373309999999996,68600.0,63564.28571428572,68738.09523809524,27209.76715393626,True
2357,TGT,2019-05-16,71.489998,71.940002,70.610001,67.224121,4476200,1.33000100000001,4.265877000000003,8867500.0,7447878.571428572,6309490.476190476,5419221.410076227,True
1313,BIG,2015-03-24,50.400002,50.509998,49.75,41.039013,895000,0.7599980000000031,9.360989000000004,715371.4285714285,653171.4285714285,651004.7619047619,210495.57656896743,False
482,WMK,2011-11-30,39.450001,39.98,39.0,30.667892,92400,0.9799999999999969,8.782109000000002,41028.57142857143,40450.0,38638.09523809524,22876.108203333282,False
424,COST,2011-09-08,80.290001,81.470001,80.169998,61.371056,2340900,1.3000029999999896,18.918945,2711771.4285714286,2893128.5714285714,3097800.0,705139.1548872478,False
595,BIG,2012-05-14,35.990002,36.279999,35.66,28.971529,1007100,0.619999,7.018472999999997,1418542.857142857,1858714.2857142857,1566352.380952381,545815.9550019529,True
907,TGT,2013-08-12,70.480003,70.940002,70.32,55.184044,2260600,0.6200020000000137,15.295958999999996,4434414.285714285,5827157.142857143,5238414.285714285,1371721.5288290335,True
576,SPTN,2012-04-17,17.85,18.43,17.82,13.604511,110700,0.6099999999999994,4.245489000000001,87185.71428571429,76178.57142857143,73285.71428571429,24582.19033431832,False
2362,VLGEA,2019-05-23,27.200001,27.690001,27.129999,24.406309,23400,0.5600019999999972,2.793692,38071.42857142857,39357.142857142855,38442.857142857145,13075.136086231354,True
2395,IMKTA,2019-07-11,31.98,32.349998,31.68,31.150991,35400,0.6699979999999996,0.8290089999999992,51385.71428571428,49050.0,50990.47619047619,17409.80254022991,True
750,SPTN,2012-12-26,15.85,16.01,15.65,11.908995,34100,0.3600000000000012,3.9410049999999988,81085.71428571429,64871.42857142857,62842.857142857145,43257.54859217154,True
2161,KR,2018-08-03,29.75,30.18,29.700001,27.67606,7332900,0.4799989999999994,2.0739400000000003,6527342.857142857,7847100.0,7772242.857142857,758600.7247504031,False
1079,WMT,2014-04-17,77.080002,77.75,77.080002,65.145058,6964700,0.6699980000000068,11.934943999999987,6167185.714285715,5786557.142857143,6046676.19047619,1648086.0782205793,False
1452,IMKTA,2015-10-09,47.700001,48.810001,46.939999,43.752583,124300,1.8700019999999995,3.947417999999999,151642.85714285713,123835.71428571429,124157.14285714286,50621.56110768999,True
514,TGT,2012-01-18,49.029999,49.900002,48.740002,37.607906,9401000,1.1600000000000037,11.422092999999997,6404728.571428572,6352128.571428572,5620266.666666667,1652063.6529714551,True
1942,IMKTA,2017-09-20,25.0,25.25,24.5,23.180235,147100,0.75,1.8197650000000003,120371.42857142857,104142.85714285714,96519.04761904762,28216.394134601673,False
1033,BIG,2014-02-11,26.559999,27.299999,26.41,22.089367,2009700,0.8899989999999995,4.470632000000002,1364300.0,1219685.7142857143,2110380.9523809524,579740.2447894845,False
756,TGT,2013-01-04,60.720001,60.790001,59.900002,46.732826,5249300,0.889998999999996,13.987175,4740000.0,4303692.857142857,4292085.714285715,285002.987453014,True
2430,WMT,2019-08-29,114.199997,114.589996,113.309998,109.957253,5270500,1.2799980000000062,4.242744000000002,5549700.0,5268078.571428572,5377947.619047619,536558.480370167,True
1070,IMKTA,2014-04-04,24.450001,24.450001,23.549999,20.683319,34300,0.9000020000000006,3.7666819999999994,45528.57142857143,43821.42857142857,54123.80952380953,9586.108146049422,False
531,COST,2012-02-10,84.120003,84.309998,83.68,64.350807,1689300,0.6299979999999863,19.769195999999994,1726542.857142857,2255028.5714285714,2219780.9523809524,335946.91271578206,False
2438,TGT,2019-09-11,108.699997,109.510002,107.889999,104.290558,3704700,1.620002999999997,4.409438999999992,3465228.5714285714,3909121.4285714286,4070433.3333333335,728943.706849234,False
60,VLGEA,2010-03-31,27.67,28.629999,27.67,17.450279,9200,0.9599989999999998,10.219721000000003,7800.0,8085.714285714285,7309.523809523809,1645.7738084473906,False
1199,KR,2014-10-08,26.555,27.065001,26.440001,23.65188,9136800,0.625,2.9031200000000013,11040457.142857144,8545600.0,7691800.0,2194591.4809283447,False
2229,WMK,2018-11-08,46.119999,47.790001,45.98,43.709057,79300,1.8100009999999997,2.4109419999999986,85057.14285714286,76557.14285714286,84085.71428571429,25990.9246327503,False
1802,SPTN,2017-03-02,34.689999,35.02,34.099998,28.059776,156400,0.9200020000000038,6.630223000000001,199728.57142857142,224821.42857142858,224847.61904761905,59111.26830661246,False
2289,WMT,2019-02-07,95.110001,96.82,95.0,91.793427,7010100,1.8199999999999932,3.316574000000003,6677671.428571428,8942735.714285715,8438666.666666666,1304381.9617124489,False
671,IMKTA,2012-08-30,15.97,16.030001,15.94,12.742784,20200,0.09000099999999911,3.2272160000000003,43785.71428571428,56150.0,52161.90476190476,12534.57259758312,True
370,COST,2011-06-22,81.099998,81.360001,80.5,60.995007,1545700,0.8600009999999969,20.104991,2089214.2857142857,2088107.142857143,1955761.9047619049,332174.005298305,False
1681,IMKTA,2016-09-07,38.610001,38.849998,37.049999,35.086624,82300,1.7999989999999997,3.5233769999999964,64614.28571428572,54650.0,51447.619047619046,9792.625296828304,True
115,KR,2010-06-18,10.165,10.34,9.99,8.12012,25155000,0.34999999999999964,2.044879999999999,20508028.57142857,19893342.85714286,18063352.38095238,4407107.196892079,False
1800,WMK,2017-02-28,63.0,63.0,59.919998,52.695316,99200,3.0800020000000004,10.304684000000002,78385.71428571429,94692.85714285714,81276.19047619047,16783.106180359595,False
180,COST,2010-09-21,61.209999,61.529999,60.860001,46.00201,3198500,0.6699979999999996,15.207989000000005,4232700.0,5010007.142857143,4610538.095238095,782632.8568182073,True
1005,VLGEA,2013-12-31,31.1,31.719999,30.6,22.742947,13300,1.119999,8.357053,14571.42857142857,15250.0,14776.190476190477,4973.5627602969125,False
87,VLGEA,2010-05-10,24.860001,26.51,24.73,16.311001,15800,1.7800000000000011,8.549,9685.714285714286,10021.42857142857,13661.904761904761,3371.0653557374203,True
614,IMKTA,2012-06-11,15.69,15.72,15.4,12.176739,36200,0.3200000000000003,3.513261,46042.857142857145,40028.57142857143,37895.23809523809,21593.243463299026,True
2068,IMKTA,2018-03-22,33.099998,33.799999,33.099998,31.117193,92900,0.7000010000000003,1.982804999999999,107100.0,108592.85714285714,102628.57142857143,35154.353520276425,False
1052,BIG,2014-03-11,37.220001,37.299999,36.5,29.992895,1991400,0.7999989999999997,7.227106000000003,1463214.2857142857,1308578.5714285714,1269690.4761904762,294884.8706508618,False
1776,WMT,2017-01-24,66.889999,67.410004,66.660004,60.902954,10710600,0.75,5.987045000000002,9483371.42857143,9221242.857142856,10162100.0,1981620.04554303,False
874,VLGEA,2013-06-25,33.41,33.700001,33.0,23.853781,22800,0.7000010000000003,9.556218999999995,89285.71428571429,55950.0,42185.71428571428,165103.6681133699,False
139,WMK,2010-07-23,34.34,34.799999,33.860001,24.311695,57800,0.9399980000000028,10.028305000000003,45314.28571428572,43278.57142857143,42680.95238095238,14044.361204150691,True
677,WMK,2012-09-10,42.209999,42.389999,42.040001,33.024517,28600,0.34999800000000647,9.185482,25457.14285714286,29742.85714285714,27214.285714285714,6605.161865185904,True
137,BIG,2010-07-21,34.27,34.299999,33.459999,27.358391,1156900,0.8399999999999963,6.911609000000002,1157228.5714285714,1346121.4285714286,1411509.5238095238,308078.0453729482,True
2236,TGT,2018-11-19,79.93,80.400002,77.559998,71.981819,9144000,2.8400040000000075,7.948181000000005,11323742.857142856,9151528.57142857,8286842.857142857,4508878.753195789,False
2067,IMKTA,2018-03-21,33.200001,33.799999,33.200001,31.257568,104800,0.5999979999999994,1.9424330000000012,109942.85714285714,111028.57142857143,104619.04761904762,34030.82036469115,False
187,BIG,2010-09-30,34.16,34.279999,32.669998,26.953079,2409900,1.610000999999997,7.206920999999998,1666500.0,1631285.7142857143,1495409.5238095238,506885.16873717494,True
2421,COST,2019-08-16,274.100006,276.070007,273.440002,261.303802,1230800,2.630004999999983,12.796203999999989,1624757.142857143,2228742.8571428573,2469295.238095238,377656.8996821732,True
2470,IMKTA,2019-10-25,39.400002,40.470001,39.400002,39.193756,50600,1.0699990000000028,0.20624600000000015,64857.142857142855,74650.0,74828.57142857143,15287.423135455136,False
2363,COST,2019-05-24,249.110001,249.559998,246.770004,235.754974,1340200,2.789994000000007,13.355027000000007,2494514.285714286,2057021.4285714286,1998323.8095238095,844206.5089750956,False
360,WMK,2011-06-08,38.369999,38.77,38.27,27.579651,30200,0.5,10.790348000000002,34857.142857142855,33307.142857142855,31933.333333333332,9610.09248399933,True
1497,SPTN,2015-12-14,22.0,22.18,21.379999,17.395267,288200,0.8000009999999982,4.6047329999999995,303714.28571428574,218621.42857142858,230704.7619047619,87373.58915388936,False
1745,IMKTA,2016-12-07,46.349998,47.5,46.099998,43.380657,60800,1.4000020000000006,2.969341,57628.57142857143,70071.42857142857,62547.619047619046,16251.831921858118,True
1381,COST,2015-06-30,136.380005,136.710007,134.729996,118.388039,2454300,1.9800109999999904,17.991966000000005,2540685.714285714,2109421.4285714286,1905180.9523809524,841357.3292663493,True
1067,VLGEA,2014-04-01,26.35,26.5,26.25,19.561853,15300,0.25,6.788147000000002,21614.285714285714,19192.85714285714,19190.47619047619,6540.954183653412,True
523,SPTN,2012-01-31,18.879999,18.879999,18.51,13.933868,94600,0.36999899999999997,4.946131000000001,88928.57142857143,130764.28571428571,130995.23809523809,29407.128109923782,True
1664,WMT,2016-08-12,73.800003,74.120003,73.559998,66.292862,9994200,0.5600050000000039,7.507141000000004,13750528.57142857,11128742.857142856,10834938.095238095,5775207.663975453,False
1331,WMK,2015-04-20,46.509998,47.34,46.470001,39.364349,61000,0.869999,7.145649000000006,43628.57142857143,37100.0,33266.666666666664,14452.752015319662,True
2136,KR,2018-06-28,28.860001,29.0,28.25,26.289022,14987100,0.75,2.5709790000000012,8171757.142857143,7923821.428571428,7885909.523809524,3159774.6112464336,True
577,IMKTA,2012-04-18,16.92,16.959999,16.51,13.149293,17100,0.44999899999999826,3.7707070000000016,30071.428571428572,43250.0,45452.380952380954,7008.304112309357,False
1632,KR,2016-06-28,36.810001,37.0,35.880001,32.170914,11941500,1.119999,4.639086999999996,9021657.142857144,7732235.714285715,6799157.142857143,1542234.5743916454,True
537,KR,2012-02-21,11.95,12.0,11.88,9.962237,6029200,0.11999999999999922,1.9877629999999993,16580685.714285715,14675442.857142856,13086457.142857144,5828567.082771489,False
2444,BIG,2019-09-19,22.459999,23.15,22.08,21.137671,995200,1.0700000000000003,1.3223279999999988,1036428.5714285715,1110257.142857143,967909.5238095238,542597.1531553081,False
511,SPTN,2012-01-12,17.469999,17.83,17.389999,13.212636,52300,0.44000099999999875,4.257363000000002,58400.0,63078.57142857143,68490.47619047618,18915.073354338332,False
844,KR,2013-05-13,17.125,17.16,16.93,14.569826,8743800,0.23000000000000043,2.555173999999999,7084514.285714285,6988285.714285715,7806457.142857143,949105.3523165478,True
111,IMKTA,2010-06-14,15.28,15.48,14.79,10.71501,48300,0.6900000000000013,4.56499,33714.28571428572,39942.857142857145,34800.0,13958.860838849543,True
1387,WMK,2015-07-09,43.75,43.900002,42.98,36.56596,21800,0.9200020000000038,7.184040000000003,31885.714285714286,39250.0,40957.142857142855,4320.194629024608,True
878,VLGEA,2013-07-01,33.330002,34.290001,33.029999,24.481211,21300,1.260002,8.848791000000002,18671.428571428572,19450.0,18071.428571428572,6022.271589860492,False
605,SPTN,2012-05-29,16.99,17.040001,16.77,12.552266,262400,0.2700010000000006,4.437733999999999,150871.42857142858,113521.42857142857,98476.19047619047,82262.65798015028,False
817,WMT,2013-04-04,75.959999,76.580002,75.959999,62.38773,7508200,0.620002999999997,13.572268999999999,7456914.285714285,7765342.857142857,7302552.380952381,1000593.3060347909,True
1851,TGT,2017-05-11,57.75,57.869999,55.939999,49.003712,13327000,1.9299999999999997,8.746288,12533157.142857144,9745892.857142856,8386161.904761905,4669330.270073044,False
2459,COST,2019-10-10,298.630005,299.480011,296.26001,283.894836,1637500,3.220000999999968,14.735168999999985,1681557.142857143,1682778.5714285714,1733123.8095238095,184812.3979850367,True
2289,BIG,2019-02-07,31.870001,32.279999,31.74,28.756901,421900,0.5399989999999981,3.1130999999999993,913228.5714285715,956785.7142857143,1738347.619047619,330606.35943363095,False
47,SPTN,2010-03-12,14.0,14.38,13.8,10.334199,313200,0.5800000000000001,3.665801,125014.28571428571,106564.28571428571,104847.61904761905,111086.49691082336,True
1545,IMKTA,2016-02-24,35.990002,36.52,34.860001,32.662979,139800,1.6599990000000062,3.327022999999997,200457.14285714287,163228.57142857142,164757.14285714287,113160.3143098051,True
1566,BIG,2016-03-24,43.509998,44.540001,43.240002,37.06348,768400,1.2999989999999997,6.446518000000005,731128.5714285715,805621.4285714285,763380.9523809524,93833.03887050376,True
113,KR,2010-06-16,10.145,10.185,9.95,8.128212,17633200,0.2350000000000012,2.016788,22554628.57142857,21795614.285714287,19311838.095238097,7067830.8496443005,True
